square_footage,num_bedrooms,location,price
1491,4,Seattle,439091
2000,1,Dallas,300403
2434,1,Chicago,440669
2433,2,Los Angeles,442174
926,2,Austin,272510
2306,2,Miami,399385
1991,3,Austin,473634
1093,1,New York,229441
2166,2,Los Angeles,461108
1819,4,Seattle,501796
1218,1,Seattle,196962
1243,1,Seattle,279746
1484,3,Miami,397970
2262,1,Miami,437115
884,2,Los Angeles,210528
2567,2,Dallas,498229
884,4,New York,368965
2744,1,Seattle,499979
2912,1,Seattle,471512
2469,3,Seattle,555841
1462,2,Miami,303628
1426,4,Dallas,395532
863,2,Austin,216965
1718,1,Dallas,319774
2175,1,Miami,398940
1981,4,Austin,512097
2412,1,San Francisco,389970
1290,4,Los Angeles,390357
2678,4,San Francisco,601444
2740,2,Los Angeles,557699
1112,4,Seattle,394421
1718,1,San Francisco,350480
2682,3,Miami,507627
1612,3,New York,403046
2289,1,Austin,426025
2126,3,Boston,510311
1479,3,Houston,355114
1234,4,New York,413696
1481,3,San Francisco,337806
1958,3,Austin,412505
1873,3,San Francisco,480852
2255,2,San Francisco,417105
2170,1,Chicago,329627
1448,4,Boston,428922
1044,3,Chicago,294919
2956,1,Chicago,512526
1095,3,Dallas,277223
2959,2,Miami,576231
2412,2,Miami,459887
2948,3,Chicago,599911
2427,3,Seattle,491331
827,3,Dallas,240599
2785,2,San Francisco,529176
2360,2,Boston,431623
857,1,Chicago,218166
2321,4,Boston,502847
1096,4,Los Angeles,330130
2981,2,Dallas,525395
1701,4,Boston,449284
2764,3,San Francisco,545913
1898,1,Los Angeles,368793
2477,2,Seattle,487123
1991,2,San Francisco,402245
1570,4,Houston,415408
2326,3,Miami,516457
2178,1,New York,366348
2048,4,Austin,494489
2354,2,New York,465810
945,2,Seattle,200589
2783,4,Miami,663991
2064,3,Boston,478438
2707,1,Dallas,414561
2572,1,San Francisco,472327
1858,1,Miami,354150
2848,1,Miami,437148
2819,3,Chicago,567488
952,2,Austin,286690
1307,2,San Francisco,251923
1290,1,Miami,224961
1144,1,Chicago,244634
2735,1,Los Angeles,499342
2561,4,Seattle,632292
1020,4,Seattle,330091
2738,2,Dallas,531871
2742,2,Dallas,514299
1522,1,Miami,261832
1327,4,Miami,371740
2322,3,San Francisco,465336
2464,4,Austin,564640
1280,2,Miami,298196
2671,4,Seattle,598561
2262,2,Boston,433862
2225,1,Miami,344071
1144,3,Chicago,300752
844,1,Seattle,212484
2868,1,Miami,516731
2457,3,New York,523461
2687,3,New York,593348
2895,3,New York,534395
2314,2,Austin,467737
1801,1,Houston,274397
1833,2,Chicago,400064
2840,3,Chicago,595724
1073,2,Seattle,308260
1755,3,Boston,426539
2579,4,Seattle,580397
1180,3,San Francisco,279696
2152,1,Los Angeles,384841
1278,1,New York,211413
2862,1,Boston,473849
1315,2,Los Angeles,290798
990,1,Los Angeles,201133
1991,3,Los Angeles,495061
1960,4,Austin,534886
2211,1,Miami,336291
1071,2,Los Angeles,281745
942,4,Miami,390864
2712,1,Dallas,418431
1892,1,New York,319616
1587,4,Los Angeles,390073
2926,1,Chicago,464556
2481,2,Miami,508340
1422,3,Chicago,400553
1737,3,Chicago,395392
1918,4,Houston,535786
1416,3,Los Angeles,367589
1831,1,Dallas,320573
866,1,Boston,164980
990,2,Chicago,201974
1320,3,New York,377707
1789,4,San Francisco,421610
1940,1,Chicago,351218
2434,4,New York,564209
1987,1,Seattle,303668
1175,1,New York,222015
1452,2,Austin,301918
1348,3,Boston,311485
1897,2,Seattle,391633
872,3,Houston,304477
998,4,New York,328052
2581,3,New York,531206
1371,4,Miami,418695
1590,1,Dallas,262207
2438,4,Boston,537861
2631,4,Austin,612040
2655,1,Chicago,416900
2310,4,Austin,513444
1974,4,Houston,453646
978,1,Los Angeles,200839
1534,1,Los Angeles,237307
2936,1,Austin,535204
1598,3,Houston,411722
1587,1,Chicago,269272
1008,1,Seattle,180321
1292,4,Dallas,428103
2457,2,Dallas,457465
1531,2,Austin,289667
1929,3,Dallas,404444
2405,3,Austin,491986
1393,2,Los Angeles,266614
2015,2,New York,382171
1124,1,Seattle,263981
1778,4,Dallas,496809
2549,1,San Francisco,449569
2650,3,Los Angeles,561090
2290,2,Houston,402890
1693,3,San Francisco,387727
2190,1,Miami,377088
943,3,Dallas,338763
1183,3,Austin,320117
1016,4,Dallas,397047
2315,3,Chicago,477230
2290,1,Chicago,367308
2435,4,Boston,578720
1967,3,Seattle,467812
910,1,Chicago,224483
1813,2,New York,339876
1031,4,Austin,322271
2514,3,Dallas,488267
2555,3,Seattle,554495
2377,4,Seattle,585326
2096,1,Miami,349431
1772,3,San Francisco,397946
1830,1,Boston,282498
1317,4,Dallas,388058
1713,3,Boston,433298
2981,2,Seattle,528251
2744,2,Chicago,541364
2262,2,Los Angeles,414047
2672,4,Boston,611600
2107,3,New York,511376
1698,4,Los Angeles,406582
1898,3,Austin,423655
1989,2,Los Angeles,432545
2012,2,New York,411765
2925,1,San Francisco,527544
1487,4,Dallas,462472
2868,4,Boston,621760
1365,1,Chicago,236093
2007,2,San Francisco,434993
2694,2,New York,458050
1626,4,San Francisco,397789
2151,3,Boston,453060
2611,2,San Francisco,536154
1882,1,Austin,301276
2150,1,Miami,345516
2444,1,Boston,441347
990,4,Dallas,321242
2023,4,Los Angeles,477003
2135,4,Boston,533588
1507,4,New York,405382
1178,1,San Francisco,255325
1186,1,Boston,182336
1415,4,San Francisco,379337
2342,4,Chicago,557002
2848,1,Houston,452628
2554,4,Dallas,607133
1263,4,Seattle,367604
1766,4,Houston,506945
971,4,Boston,340397
1946,2,New York,376249
1642,4,Miami,465793
2121,1,Dallas,355508
2708,1,Seattle,458684
1489,1,Chicago,303799
2307,1,Miami,396887
2824,4,Los Angeles,648933
2522,2,San Francisco,435831
1182,3,Houston,291125
2212,3,Miami,495828
2383,3,San Francisco,529897
2850,3,Seattle,559816
1171,1,Chicago,246917
2510,4,Seattle,543779
2269,4,Chicago,534573
1410,3,Chicago,401452
915,3,Austin,265250
1246,2,Austin,248945
2191,2,Dallas,430148
2140,2,Austin,407299
1214,1,Austin,258302
2608,4,San Francisco,559445
1847,1,Boston,375152
2673,1,Houston,428289
1873,4,Houston,501338
1517,2,Los Angeles,359500
2158,4,New York,537519
2405,3,Chicago,540567
1361,2,Seattle,282181
1186,4,San Francisco,344526
1501,1,Chicago,248452
1772,4,New York,462491
2184,2,Austin,407712
1783,3,Los Angeles,438497
2311,1,Austin,416854
1151,3,Chicago,278737
2524,3,Los Angeles,551151
2751,1,New York,509605
2079,4,Seattle,493164
2707,4,Seattle,633200
1552,3,Dallas,402339
1824,4,Miami,449835
1345,2,Miami,312322
2269,3,Seattle,473716
878,3,Miami,283047
2059,3,Houston,441687
1688,2,Boston,311339
1905,3,New York,395335
2790,4,Boston,572159
2300,4,Miami,586761
1720,4,Austin,413634
1349,4,Dallas,356032
2861,3,Miami,564601
1191,2,San Francisco,298748
2180,1,Chicago,331652
1773,4,Los Angeles,502801
1139,1,Austin,245888
1556,1,Chicago,303649
1845,3,Houston,382163
1738,4,Dallas,432684
1647,4,San Francisco,417537
1241,4,Houston,338225
929,1,Houston,172900
1396,4,Houston,445126
2758,4,Seattle,661499
2305,2,Chicago,438043
1661,3,Los Angeles,426595
1798,4,Boston,448912
2351,4,San Francisco,517612
2440,3,Boston,481853
2311,3,San Francisco,496859
2536,1,New York,460311
2249,1,Seattle,383314
2657,1,San Francisco,466195
1064,3,Miami,320101
2262,2,Miami,456156
956,4,New York,374923
2245,3,Los Angeles,473935
2432,2,Dallas,484035
1694,3,Seattle,403984
2944,2,Houston,554458
1312,3,Chicago,390545
1015,3,Austin,316576
2972,2,Seattle,535130
2506,2,New York,472315
2906,2,Miami,546906
2367,2,Chicago,454177
2953,2,San Francisco,515497
1928,2,Los Angeles,362139
1027,2,Los Angeles,283788
2287,2,Dallas,487806
1601,3,Dallas,427448
2422,2,Seattle,487632
2705,2,Austin,457472
1271,3,New York,334014
1879,3,Chicago,393524
2860,1,Miami,431812
1841,1,New York,278428
2960,2,New York,529118
1028,2,Boston,273359
970,1,Boston,152030
1094,1,San Francisco,213966
988,4,Austin,379723
1225,4,San Francisco,334674
1776,2,Chicago,335946
1902,4,Miami,488605
1718,1,Miami,335506
1298,2,New York,263653
2621,3,Dallas,528733
1665,3,Miami,438642
1625,1,Dallas,313864
2658,4,Dallas,553162
2918,3,Chicago,538588
945,4,Austin,379618
2441,3,New York,551548
2119,4,Miami,553359
1269,3,Houston,357609
992,3,Austin,272210
1891,2,Boston,342252
851,2,Houston,196264
2620,1,Chicago,411444
2669,3,Austin,553400
2586,4,Chicago,606049
2254,3,Austin,526718
2667,4,Dallas,631566
2807,4,New York,615916
2234,3,Miami,501313
1639,4,Seattle,472488
1040,1,Los Angeles,213239
1335,2,New York,293461
2207,4,Dallas,484054
882,3,Dallas,296089
1781,2,Seattle,391672
1750,1,Dallas,326584
1410,4,Houston,460532
1373,4,Dallas,382219
1788,2,Boston,397909
1258,4,Miami,359818
2973,3,New York,644444
2322,2,Los Angeles,412389
2784,2,Houston,510556
2366,4,Houston,590686
2959,1,Los Angeles,535451
921,1,Dallas,217376
1072,1,Austin,174540
2117,1,Houston,387131
1197,2,Houston,300710
1784,2,New York,403678
2030,4,Seattle,498279
1933,1,Boston,310445
2101,1,Los Angeles,354752
2710,4,Dallas,565533
2305,4,Chicago,548853
2716,4,Chicago,644540
1619,3,Austin,363292
2756,4,Houston,566647
978,4,Houston,347068
1696,3,Seattle,409644
2772,1,Houston,441274
2351,2,Chicago,467434
1291,1,Los Angeles,199236
860,2,Austin,235228
1877,2,Seattle,339490
2503,4,Boston,544056
864,4,Chicago,320347
1385,3,San Francisco,372477
2527,1,New York,413332
1334,1,Seattle,257860
2955,2,Seattle,556246
2670,4,Chicago,553383
1804,4,Austin,457194
2029,1,New York,400381
1839,3,Los Angeles,453953
1126,4,Los Angeles,388775
1407,3,Houston,410028
801,1,San Francisco,208359
1833,1,Miami,290376
924,3,Chicago,255086
1904,4,Austin,511685
2661,1,New York,403143
1973,2,Austin,358169
928,1,Miami,142908
1237,4,Los Angeles,364338
1550,2,Austin,283995
2021,1,Los Angeles,398120
1701,4,Los Angeles,441310
2892,4,San Francisco,591337
2102,1,Los Angeles,350853
2233,4,Dallas,507153
1190,3,Los Angeles,332532
1867,2,New York,401174
826,3,New York,317744
1347,1,New York,282797
1366,3,Seattle,342559
1503,1,Chicago,289493
2042,1,Chicago,309825
984,4,Chicago,383037
2390,4,Dallas,513277
2713,1,New York,476675
1647,2,Houston,342841
1398,2,Chicago,348553
1605,2,Miami,322251
2157,3,Miami,488808
2926,1,Austin,522733
2678,4,Seattle,627885
1345,3,Houston,325469
2432,3,Los Angeles,531486
2879,4,New York,661687
2726,1,Dallas,437334
1416,3,Seattle,332920
2003,1,San Francisco,357331
2559,1,San Francisco,385360
1025,1,Boston,182296
1469,4,Los Angeles,384332
2563,1,New York,453901
1716,3,Seattle,437670
2973,4,San Francisco,684195
2921,4,Boston,607786
2014,3,Dallas,500320
2505,4,New York,583837
2642,3,San Francisco,507257
2783,2,Chicago,504156
855,3,Miami,327627
1519,4,Boston,440721
2879,3,Dallas,593587
1373,2,San Francisco,296925
1466,1,Dallas,317264
1083,1,Los Angeles,190579
2544,1,Austin,419539
1297,4,Boston,409609
2265,2,Seattle,398048
929,3,Seattle,303772
1438,3,San Francisco,322180
2961,3,Chicago,637230
2860,3,Chicago,589389
1785,4,Los Angeles,486143
1792,4,Seattle,423149
2921,2,Boston,555114
900,3,Miami,274491
1226,1,Chicago,230678
840,4,Seattle,364699
1228,2,Austin,261877
1143,2,Boston,317890
1165,4,Miami,406004
1408,1,Austin,291545
1527,1,Seattle,242322
1624,3,San Francisco,355428
2175,4,Houston,520681
1688,1,Houston,261056
2843,4,Los Angeles,587673
2141,2,Los Angeles,410563
2096,2,Miami,421222
916,2,Austin,223089
1917,4,Seattle,511252
967,3,Seattle,301446
2538,3,San Francisco,493337
2164,1,Dallas,371134
1494,4,Los Angeles,440514
1724,3,Dallas,434840
951,4,Dallas,366688
1385,3,San Francisco,323016
1712,2,Dallas,354868
2377,2,Dallas,506175
1295,1,San Francisco,238606
2948,2,Chicago,578495
1356,3,Dallas,318446
1905,1,Los Angeles,311020
2352,1,San Francisco,429142
2920,2,Boston,525988
956,4,Dallas,345579
1534,2,Chicago,315992
2979,2,Los Angeles,526362
2227,1,New York,393215
1358,2,Los Angeles,258799
2954,3,Austin,596587
954,1,Boston,238947
1796,2,Houston,393488
1330,4,Seattle,426663
2771,3,Austin,606495
1528,4,San Francisco,429203
1977,3,San Francisco,463436
953,4,Seattle,370762
891,2,Miami,195389
2303,3,Miami,532288
2516,1,Seattle,389784
2816,1,San Francisco,455494
1586,4,Los Angeles,390020
1072,4,Boston,311793
2827,4,Chicago,661345
976,3,Houston,264550
1442,1,Boston,280981
2698,2,Seattle,500088
1366,3,San Francisco,396192
1465,4,Miami,420866
2131,1,San Francisco,375403
2598,4,Miami,579487
1869,2,Boston,366023
1207,2,Austin,239340
2012,1,Los Angeles,361923
2653,3,Boston,514577
1952,2,Los Angeles,416274
1941,2,Dallas,399994
943,2,Boston,254354
1286,2,New York,307605
1659,4,New York,467095
2735,4,Los Angeles,587879
947,3,Dallas,286236
2159,1,Los Angeles,413471
2157,1,Seattle,370087
889,1,New York,164182
2157,2,San Francisco,397022
998,4,Los Angeles,348550
1337,4,Los Angeles,436848
1100,3,Houston,274507
1523,1,Chicago,303564
2398,4,Chicago,565396
2259,3,Miami,511097
867,1,Dallas,186423
2337,2,New York,461814
1197,4,New York,345529
1419,4,Chicago,377899
2384,1,Los Angeles,416681
1963,2,Los Angeles,369447
1529,2,New York,335494
1355,4,Dallas,394080
2752,1,Austin,494169
2551,3,Seattle,568371
1795,4,Houston,440996
2759,2,New York,551243
2401,3,Miami,469753
2280,1,Austin,418977
2934,2,New York,494670
1902,3,Houston,417616
2203,4,Chicago,532054
2977,2,New York,515017
2099,1,Austin,393231
2522,2,Seattle,472938
1698,4,Los Angeles,431643
2006,1,Boston,371269
2335,4,Chicago,503590
877,3,Austin,275082
2332,2,Miami,477648
1037,4,Miami,371725
1957,3,San Francisco,452468
2796,1,Boston,463588
2015,1,New York,317461
1077,3,San Francisco,275046
1323,3,Miami,392831
979,1,New York,204098
922,4,San Francisco,383925
2069,3,New York,451495
2557,4,Seattle,563222
1894,1,Boston,365581
1279,4,Chicago,425088
2597,4,Chicago,613805
2931,3,Chicago,575677
1615,4,Miami,428501
1242,4,Seattle,355703
942,4,Houston,383645
991,1,Boston,173800
2210,1,Austin,407262
1177,2,Dallas,273490
1334,1,Houston,250576
2516,1,Austin,411602
1832,2,Chicago,333529
2210,2,Austin,405438
2940,3,New York,616302
2789,3,New York,592270
1977,1,Austin,322312
1204,4,Los Angeles,359324
1972,3,San Francisco,486386
1688,3,Dallas,373853
1221,1,Miami,196657
2441,4,Austin,589064
1271,2,Boston,283423
1346,2,Los Angeles,287105
1430,1,Seattle,226071
1837,1,Los Angeles,312870
2629,4,Dallas,593203
1163,1,Boston,204640
2966,1,Los Angeles,534016
1345,1,Miami,238272
1433,4,San Francisco,436751
2736,1,Boston,454889
2480,3,New York,544277
1762,4,Miami,416137
1682,3,Chicago,406063
1670,4,Seattle,483445
1315,3,Dallas,354214
2220,4,Dallas,539398
1665,2,Austin,382328
2953,1,Dallas,525547
1908,1,Dallas,380722
1013,4,San Francisco,355148
818,3,Seattle,308441
1441,2,San Francisco,301293
1904,3,New York,435027
1129,1,Boston,176209
1665,1,Los Angeles,295257
1573,3,Seattle,370306
1191,4,Los Angeles,415151
1436,4,Chicago,427970
1825,3,San Francisco,386604
2474,1,Miami,404113
1539,3,Los Angeles,362504
2345,1,Miami,374804
1268,3,Austin,363928
1935,4,Seattle,500504
1831,2,Austin,392370
1673,1,Boston,296156
1259,2,Austin,274869
2349,4,Miami,518631
1551,3,Dallas,338513
2261,4,San Francisco,541353
2577,2,Austin,511788
1653,4,Boston,434489
2129,4,Seattle,548422
1277,3,Houston,333638
934,2,Boston,252538
1952,2,San Francisco,358877
1209,2,Los Angeles,256623
2245,1,New York,367802
2117,4,Seattle,535505
2069,2,Miami,373868
2379,4,New York,514246
885,3,Boston,317298
2665,3,Boston,539827
2269,1,Boston,352331
1177,1,New York,275539
2480,3,Austin,540292
1874,2,San Francisco,395942
1041,3,Seattle,261173
1719,4,San Francisco,499804
2386,1,Seattle,379119
2071,1,Seattle,394542
869,3,Los Angeles,247444
2904,2,Boston,523453
2205,2,Houston,386396
2886,4,Chicago,636945
2807,1,San Francisco,467975
1600,3,Los Angeles,383927
1841,3,Boston,388141
1624,1,Dallas,262578
1555,3,Dallas,416262
2795,1,Austin,454973
2639,2,New York,470637
2121,2,Dallas,459843
2409,3,Miami,510442
909,2,Boston,231141
1816,2,Chicago,397571
2761,4,Houston,579082
2569,1,Boston,422261
824,1,Dallas,133546
1642,3,Chicago,431199
1537,1,Houston,244937
2904,4,Austin,654741
979,3,Austin,296423
1031,3,Los Angeles,296055
2717,1,Houston,416702
1142,2,Houston,319734
1276,2,Miami,276815
2622,2,Houston,539179
1254,2,Dallas,269948
2055,4,Miami,501644
1088,3,Houston,332465
2036,2,San Francisco,386855
1329,4,Los Angeles,444698
1395,3,Los Angeles,375810
1234,1,San Francisco,276864
1681,1,Miami,269071
2581,4,Austin,569329
1201,3,San Francisco,332385
2935,2,Boston,522287
2365,3,New York,488025
1108,2,Chicago,252892
1142,4,Austin,330172
1235,2,Austin,287014
976,4,Seattle,387271
938,3,Austin,326843
993,3,Los Angeles,301249
1984,2,Austin,382561
1742,3,Boston,385766
1324,2,Austin,264362
2424,3,Houston,482530
1540,1,Los Angeles,285213
1661,2,San Francisco,369341
1753,4,San Francisco,463324
2102,1,Dallas,372202
2074,4,New York,531655
2543,3,New York,536325
2987,1,Houston,487364
1591,3,New York,390825
1345,2,Austin,336950
2644,4,San Francisco,595578
1816,3,Austin,430815
2727,4,Seattle,641510
2353,4,Dallas,549205
856,3,San Francisco,278062
2959,2,New York,581932
804,4,Chicago,350966
2237,3,Austin,513728
2162,2,Boston,462922
2620,3,Chicago,542496
2082,2,Boston,410091
2937,4,Seattle,686548
2073,1,New York,368185
1931,3,Austin,428790
1467,4,Austin,402126
2081,3,Boston,456932
1796,3,Austin,421032
2726,2,Seattle,481103
1081,3,Los Angeles,355542
2027,2,Los Angeles,399692
2863,4,Boston,588936
1735,3,New York,420845
1053,4,Boston,340108
2011,1,Miami,316331
1128,4,Austin,373990
2220,3,Austin,488052
2340,1,Los Angeles,428237
1992,2,Chicago,364172
2516,1,Boston,404011
2001,3,New York,405673
1454,3,Los Angeles,363893
2185,4,Boston,497983
1559,2,San Francisco,308805
2598,3,New York,558999
1863,3,New York,426974
1215,2,Houston,274871
1054,2,Chicago,293078
1966,4,Seattle,536318
2676,1,New York,469401
1699,2,Houston,374837
2858,3,Austin,610297
825,2,Boston,173765
1220,3,Dallas,287410
2044,4,Dallas,475564
2676,1,Chicago,472071
2060,4,Austin,532484
1808,2,New York,391525
1018,3,Austin,261302
2310,2,Houston,403732
2759,2,San Francisco,521095
1462,2,Seattle,317250
1789,2,Miami,388721
988,1,Seattle,239802
1054,3,New York,286481
867,2,Austin,256355
1415,3,Seattle,368275
1673,1,Boston,333142
2425,3,Seattle,517456
1156,3,Houston,274219
1055,1,Seattle,193633
1807,2,Boston,399734
2555,3,Miami,554855
1083,4,Miami,318090
898,3,Boston,294588
996,2,Austin,286210
1677,4,San Francisco,463794
2668,2,New York,523437
2188,3,Chicago,513101
1369,1,Dallas,273925
1865,2,Austin,383837
1221,2,Seattle,265065
2004,1,Dallas,344242
1344,3,Dallas,358211
870,2,Boston,227389
2023,3,Los Angeles,444665
1567,3,San Francisco,337537
2506,3,San Francisco,575562
1454,1,Los Angeles,279145
2596,3,New York,581994
1020,3,Los Angeles,346644
981,4,Chicago,371185
1106,4,Chicago,387567
2219,4,Boston,541890
1813,2,Seattle,412470
2851,2,Dallas,538945
1647,4,San Francisco,397875
1603,1,San Francisco,241641
1014,1,Los Angeles,195194
2243,4,Los Angeles,549940
900,2,Los Angeles,265243
1372,2,New York,310599
2132,1,Los Angeles,359353
1457,3,Seattle,412855
2333,1,Dallas,356763
2456,3,Austin,494750
1025,2,Austin,291311
904,2,Seattle,214592
2797,4,Houston,652003
1571,2,Chicago,374080
1228,3,Austin,318175
1233,1,New York,209942
2030,4,Houston,498236
1665,3,Miami,350987
1050,1,New York,162443
1655,1,San Francisco,302167
1993,1,Austin,391005
1360,2,Chicago,346292
2269,1,Los Angeles,361570
1718,2,Los Angeles,355498
1973,1,Dallas,324644
1232,1,Chicago,213050
2906,2,San Francisco,565378
1768,2,Boston,348427
1635,3,Austin,423555
1697,1,Dallas,336589
1271,2,Chicago,294570
1046,3,Miami,267347
1790,3,New York,442545
1726,2,San Francisco,331765
1991,1,Chicago,354100
1874,3,Austin,397234
2634,1,New York,447478
1488,1,Chicago,239401
2284,3,Seattle,461536
1759,2,Dallas,392644
1277,1,Chicago,253302
1506,4,Seattle,441209
1937,2,New York,362312
1553,3,New York,336178
2459,4,New York,578255
1387,1,Boston,276996
2134,2,Chicago,370508
2292,4,Seattle,541297
2647,2,Los Angeles,498469
1006,1,Miami,208987
2998,2,Miami,505473
964,4,Seattle,347586
2798,2,Los Angeles,528875
2884,3,San Francisco,607315
1132,3,Boston,275417
1202,4,Seattle,398537
1213,2,Austin,235857
844,4,Dallas,290441
861,2,Dallas,270016
1667,1,Houston,299877
2291,3,Miami,497729
818,1,New York,201643
1164,2,Austin,286067
1940,1,San Francisco,339091
1379,4,Los Angeles,411351
1345,4,San Francisco,413605
2529,2,Miami,527085
854,3,New York,319922
1577,4,Los Angeles,406409
841,3,Seattle,298502
2120,2,Houston,417693
1030,3,Los Angeles,271048
1252,2,Miami,330167
2345,1,San Francisco,434654
2181,2,Dallas,461731
2267,1,San Francisco,373435
1951,2,San Francisco,420291
2016,4,San Francisco,477044
1680,4,Houston,407639
884,3,Miami,328466
1853,2,Austin,405102
848,2,Houston,197780
1968,2,Houston,443504
868,3,Miami,257174
2501,4,Boston,570523
2398,2,Houston,505786
2994,3,Los Angeles,596712
2669,2,Boston,475111
1815,1,Miami,282951
1245,2,Chicago,257572
2201,1,Chicago,345120
2942,3,Austin,628028
1061,3,Seattle,294997
2648,4,Houston,570303
1696,2,San Francisco,361879
1894,3,Seattle,478493
2356,4,Seattle,586247
891,2,Boston,244437
926,3,Los Angeles,325879
879,1,Chicago,148794
2647,3,Dallas,596543
1782,1,Los Angeles,282274
1715,4,Chicago,454234
1493,4,Dallas,420843
824,2,Houston,199914
955,2,New York,223102
2612,2,Miami,446753
2353,4,New York,592768
2766,1,Los Angeles,491673
2533,2,Austin,458398
1880,2,Los Angeles,363771
2428,4,Boston,565750
818,1,Dallas,178078
2207,3,Dallas,485945
2016,2,Houston,411137
2210,3,New York,499624
1076,3,Houston,322210
1544,2,New York,361951
1351,4,Dallas,424542
1976,2,Los Angeles,366469
1438,1,Austin,230395
1036,1,Dallas,208861
1797,2,Seattle,340333
2902,3,Chicago,536703
2803,1,New York,448777
2259,1,New York,406671
2956,2,Boston,502262
2007,2,Houston,418314
2191,4,Miami,490080
2806,2,Miami,504917
2021,2,Boston,386796
2194,1,Dallas,358022
1172,1,New York,187343
2320,1,San Francisco,397649
1648,3,Austin,439299
2145,1,Seattle,347303
1303,1,Los Angeles,244310
1502,2,Los Angeles,335688
2889,4,Miami,643442
1114,1,Miami,240214
1840,4,Boston,447263
1082,1,New York,238504
1057,1,Houston,241008
1374,4,Los Angeles,368332
1373,2,New York,265042
1842,1,Seattle,310534
2352,4,Austin,543282
1222,1,Austin,201417
2289,3,Los Angeles,476608
2196,3,San Francisco,526126
1557,3,Boston,392647
1904,3,Los Angeles,474231
2374,2,Seattle,424402
1228,3,San Francisco,359962
2821,4,Chicago,614084
1003,1,Dallas,226889
2792,4,Miami,656745
1106,3,Miami,308346
2487,2,San Francisco,503471
813,3,Los Angeles,293585
2660,3,Miami,525076
2761,2,New York,513499
1880,2,Miami,378578
1522,2,Austin,288026
1579,2,Miami,337715
2033,2,Chicago,430026
1328,2,Boston,257302
1597,1,San Francisco,252304
1143,3,New York,308062
2102,3,Chicago,448663
1008,2,Austin,275066
1440,4,Los Angeles,431777
2111,2,Dallas,385397
2747,1,Austin,459820
1719,4,San Francisco,457734
2523,1,San Francisco,444120
2844,4,San Francisco,669971
1218,4,Chicago,418381
2549,2,San Francisco,467744
2188,1,Boston,388684
1899,4,Boston,477934
2956,1,Boston,540055
2345,2,San Francisco,432843
1870,2,Boston,337679
2650,2,Houston,481778
1919,2,Miami,383663
1757,3,Miami,448266
902,4,San Francisco,357743
1969,3,Seattle,459178
2703,2,Chicago,525392
2555,4,Dallas,628789
1478,4,Chicago,391448
2768,1,Houston,503888
1788,2,Chicago,393327
1905,3,Houston,395492
2407,1,Houston,364461
2302,4,Chicago,577302
2589,3,Dallas,526814
1985,2,Houston,377448
1731,3,Boston,435661
2225,3,New York,464858
1861,3,New York,463510
2778,1,Los Angeles,487996
2842,4,San Francisco,660002
2078,3,Austin,458833
2002,4,Boston,496962
1393,1,Boston,271371
2221,2,Austin,480577
1827,2,San Francisco,349230
1759,3,New York,403044
1973,1,Dallas,377574
1615,2,Houston,304775
1203,1,Austin,221124
1692,1,Dallas,262722
867,3,Los Angeles,292832
887,3,Houston,312868
2848,1,Chicago,462046
1958,1,Boston,376597
2520,3,Houston,573122
2174,1,Chicago,393273
2987,3,New York,561966
2980,4,Chicago,627926
2443,1,Chicago,409391
977,3,Seattle,306844
2181,1,Austin,346834
1707,3,Houston,373016
1385,1,Austin,298321
1789,2,Houston,375829
1931,2,Boston,415354
2969,1,Miami,503671
2864,2,Austin,553611
2019,1,Austin,395859
1117,1,Boston,202716
2302,4,Houston,548564
2834,4,Boston,674642
2842,2,Dallas,479766
1302,4,Chicago,367202
2822,4,Boston,633105
918,1,Houston,143063
1509,3,New York,385747
844,1,Boston,225683
1113,4,San Francisco,319084
1217,1,Boston,247676
1901,2,Austin,385941
1125,3,Dallas,310129
2239,4,Seattle,577788
2786,4,Boston,661150
873,1,Miami,216559
2402,1,San Francisco,440419
1308,1,New York,233923
1487,1,Boston,264216
1456,4,Chicago,457692
2342,1,Chicago,436610
2092,4,San Francisco,552970
2199,1,Austin,426529
2352,3,Los Angeles,460049
1875,3,Austin,478054
1124,1,San Francisco,172396
1791,1,Austin,287568
2793,2,Chicago,487514
1516,3,Dallas,423648
1076,4,Los Angeles,405722
951,3,Chicago,323498
1754,4,New York,504609
2306,1,Chicago,424643
1058,3,Austin,325682
1668,3,Dallas,416687
1991,2,Los Angeles,401823
1487,2,Boston,340303
1109,3,Los Angeles,319744
2302,3,Chicago,456690
1272,3,Boston,347427
1613,4,San Francisco,478680
1645,1,Houston,327763
1964,2,Chicago,428116
1466,1,Miami,250850
2608,2,Chicago,513330
2243,2,San Francisco,449413
2567,2,Los Angeles,479743
2064,3,New York,429200
1154,2,Boston,297734
2672,1,Miami,463886
2824,2,Houston,551078
979,1,San Francisco,160862
865,2,Houston,210452
1619,2,Seattle,341026
2171,3,Miami,435996
970,1,Miami,159928
2190,2,Seattle,384255
1930,2,Miami,345783
1634,1,Chicago,294136
1026,2,Seattle,205237
1241,4,Los Angeles,395936
1527,3,Seattle,392018
2404,1,Los Angeles,381457
2931,3,New York,630122
1836,4,Austin,453040
2632,4,Miami,583235
2648,4,Boston,563414
1292,1,Boston,235332
2348,4,Austin,528731
1943,1,Dallas,364999
1769,1,Chicago,301162
2887,2,Miami,541978
1439,1,Miami,286404
972,4,Austin,359683
2370,1,Los Angeles,439653
1058,1,Chicago,252104
1316,3,San Francisco,349798
